No.,"INVOICE NUMBER","DO NUMBER",IMEI,"STORE TRANFER ( IN )","STORE TRANFER ( OUT )","DISTRIBUTOR / WAREHOUSE ( IN )","DISTRIBUTOR / WAREHOUSE ( OUT )",WAREHOUSE,REMARK,"CREATED BY",TIME
293,IN670513-00139,DO670805-00272,860306074476094,"Catty Laos Virtual Mobile","CPS - AG mobile1 ປາກເຊ","352027521 - Catty Laos Virtual","352026933 - CPS - AG mobile1 Pakse","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
294,IN670513-00139,DO670805-00273,860306074843210,"Catty Laos Virtual Mobile","CPS - 24k MB","352027521 - Catty Laos Virtual","352026927 - CPS - 24k","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
295,IN670513-00139,DO670805-00274,860306074841693,"Catty Laos Virtual Mobile","CPS - Jk mobile3 Agent Store","352027521 - Catty Laos Virtual","352026952 - CPS - Jk mobile3 Agent Shop","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
296,IN670513-00139,DO670805-00275,860306074515776,"Catty Laos Virtual Mobile","XYB - JB mobile","352027521 - Catty Laos Virtual","352027074 - XYB - JB mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
297,IN670513-00139,DO670805-00276,860306074848136,"Catty Laos Virtual Mobile","LPB - Aferng","352027521 - Catty Laos Virtual","352026854 - LPB - Aferng","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
298,IN670513-00139,DO670805-00277,860306074496399,"Catty Laos Virtual Mobile","XKH - YH mobile","352027521 - Catty Laos Virtual","352032239 - XKH - YH mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
299,IN670513-00139,DO670805-00278,860306074430877,"Catty Laos Virtual Mobile","VT1 - T and J Dongpalan","352027521 - Catty Laos Virtual","352027307 - VT1 - T&J Dongpalan","WH - Stock OPPO (Mark)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
300,IN670513-00139,DO670805-00279,860306074474610,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","352027521 - Catty Laos Virtual","352026855 - LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
301,IN670513-00139,DO670805-00280,867993074531136,"Catty Laos Virtual Mobile","VT2 - INEW Center","352027521 - Catty Laos Virtual","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
302,IN670513-00139,DO670805-00281,867993074533199,"Catty Laos Virtual Mobile","XKH - Aluo mobile ຊຽງຂວາງ","352027521 - Catty Laos Virtual","352027025 - XKH - Aluo Mobile","Kerry-A Hua (Xiengkhuang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
303,IN670513-00139,DO670805-00282,867993074522770,"Catty Laos Virtual Mobile","CPS - Pakse mobile8","352027521 - Catty Laos Virtual","352026968 - CPS - Pakse mobile7","Kerry-JK (Pakse)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
304,IN670513-00139,DO670805-00283,867993076605573,"Catty Laos Virtual Mobile","VT1 - A-Yan Mobile1 Dongdok","352027521 - Catty Laos Virtual","352027179 - VT1 - A-Yan Mobile1 Dongdok","WH - Stock OPPO (Mark)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
305,IN670513-00139,DO670805-00284,867993074496074,"Catty Laos Virtual Mobile","XYB - Jonhny mobile2 ນາສະຫວ່າງ","352027521 - Catty Laos Virtual","352027086 - XYB - jonhny mobile1 Xysaworng","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
306,IN670513-00139,DO670805-00285,867993074498898,"Catty Laos Virtual Mobile","LPB - Ahua mobile ນ້ຳບາກ","352027521 - Catty Laos Virtual","352026855 - LPB - Ahua mobile Nambark","Kerry-QZ (Loungprabang)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
307,IN670513-00139,DO670805-00286,867993074621077,"Catty Laos Virtual Mobile","XYB - TC mobile1","352027521 - Catty Laos Virtual","352027113 - XYB - TC mobile1","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
308,IN670513-00139,DO670805-00287,867993074450410,"Catty Laos Virtual Mobile","XSB - vong mobile ໄຊສົມບູນ","352027521 - Catty Laos Virtual","352027066 - XSB - vong mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
309,IN670513-00139,DO670805-00288,867993074220235,"Catty Laos Virtual Mobile","XYB - JB mobile","352027521 - Catty Laos Virtual","352027074 - XYB - JB mobile","Kerry-Siam (Xaiyabouli)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
310,IN670513-00139,DO670805-00289,867993074003391,"Catty Laos Virtual Mobile","XSB - NN mobile","352027521 - Catty Laos Virtual","352027059 - XSB - NN mobile","Kerry-Aqing (Xaisomboun)",CleanStockWithActivatedMoreThan2Months,Admin,"2024-08-05 15:08:18"
311,IN670604-00017,DO670805-00290,865073061972718,"VT2 - II phone1","VT2 - R mobile ໂພນສະອາດ","352027215 - VT2 - II phone1","352027282 - VT2 - R mobile Phonesaart","Kerry-INEW (Vientiane)",,M20180315,"2024-08-05 15:08:28"
312,IN670604-00017,DO670805-00291,865073061971710,"VT2 - II phone1","VT2 - R mobile ໂພນສະອາດ","352027215 - VT2 - II phone1","352027282 - VT2 - R mobile Phonesaart","Kerry-INEW (Vientiane)",,M20180315,"2024-08-05 15:08:28"
313,IN670804-00026,DO670805-00292,867650079198739,"SLV - Kob Telecom2","SLV - Bea mobile","352027363 - SLV - Kob Telecom1","352027353 - SLV - Bea mobile","Kerry-ABO (Salavan)","N2591 Approval No.：202408051643000527392",Admin,"2024-08-05 17:08:19"
314,IN670723-00111,DO670806-00001,865073061076676,"BLX - A kung mobile","BLX - Yaya mobile ຄຳເກີດ","352026754 - BLX - PSC","352026762 - BLX - Yaya mobile","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408061302000085183",Admin,"2024-08-06 13:08:07"
315,,DO670806-00002,863648063570297,"ODX - Abao mobile1 Agent Store","ODX - Awen mobile","352026897 - ODX - Abao mobile1 Agent Shop","352031868 - ODX - Awen mobile","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408061312000254481",Admin,"2024-08-06 13:08:10"
316,,DO670806-00003,862774061949530,"VT1 - L&A mobile","VT1 - A Zong Saisavang","352032471 - VT1 - L&A mobile","352027161 - VT1 - A Zong Saisavang","WH - Stock OPPO (Mark)",,M20180315,"2024-08-06 13:08:34"
317,IN670626-00073,DO670806-00004,866227060592237,"VT1 - L&A mobile","VT1 - PJ","352032471 - VT1 - L&A mobile","352027273 - VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-08-06 13:08:57"
318,IN670529-00051,DO670806-00005,862774061524598,"VT1 - LCC1 Dongpalan","VT1 - DDE Dongpalan","352027235 - VT1 - LCC1 Dongpalan","352027197 - VT1 - DDE Dongdok","WH - Stock OPPO (Mark)",,M20180315,"2024-08-06 13:08:49"
319,IN670727-00064,DO670806-00006,869029074940379,"VT2 - INEW Dongdok","VT2 - INEW OPPO","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,M20180315,"2024-08-06 13:08:01"
320,,DO670806-00007,863671065720298,"LNT - SP mobile","LNT - Hongda mobile7","352032221 - LNT - SP mobile","352032005 - LNT - Hongda mobile7","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202408061702000058202",Admin,"2024-08-06 16:08:26"
321,,DO670806-00008,869496063371132,"LNT - SP mobile","LNT - Hongda mobile7","352032221 - LNT - SP mobile","352032005 - LNT - Hongda mobile7","Kerry-A Yao (Loungnamtha)","N390 Approval No.：202408061702000058202",Admin,"2024-08-06 16:08:26"
322,IN670731-00127,DO670807-00001,867650075276935,"HPN - Adian Mobile2","HPN - Adian Mobile1","352026767 - HPN - Adian Mobile1","352026767 - HPN - Adian Mobile1","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408071157000586205",Admin,"2024-08-07 11:08:21"
323,IN670731-00127,DO670807-00002,867650074664990,"HPN - Adian Mobile2","HPN - Adian Mobile1","352026767 - HPN - Adian Mobile1","352026767 - HPN - Adian Mobile1","Kerry - A Lei (Huaphan)","N1988 Approval No.：202408071157000586205",Admin,"2024-08-07 11:08:21"
324,IN670729-00033,DO670807-00003,868998070235474,"VT1 - OP mobile ລາດຄວາຍ","VT1 - A Fong mobile","352027262 - VT1 - OP mobile Lardkhuay","352027129 - VT1 - A Fong mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-07 11:08:16"
325,IN670727-00051,DO670807-00004,869029074936195,"XKH - Aliu mobile (WD)","XKH - Ahua Mobile1 Agent Shop","352032145 - XKH - Aliu mobile (WD)","352027024 - XKH - Ahua Mobile1 Agent Shop","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408071101000302501",Admin,"2024-08-07 11:08:32"
326,IN670630-00019,DO670807-00005,866654065137199,"SVK - Apiew","SVK - INEW Savan1 Agent Store","352027397 - SVK - Apiew","352027416 - SVK - INEW Savan1 Agent Shop","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202408071152000061100",Admin,"2024-08-07 11:08:30"
327,IN670603-00146,DO670807-00006,862774061554132,"SVK - Apiew","SVK - TN phone2","352027397 - SVK - Apiew","352027400 - SVK - Atuan mobile","Kerry-INEW SVK (Savanakhet)","N518 Approval No.：202408071149000263677",Admin,"2024-08-07 11:08:16"
328,IN670715-00041,DO670807-00007,868800076942832,"LPB - Khonesamai","LPB - Abo mobile1 ນ້ຳບາກ","352026878 - LPB - Khonesamai","352026851 - LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408071250000019206",Admin,"2024-08-07 15:08:22"
329,IN670715-00006,DO670807-00008,868800076946296,"BLX - A Guo mobile ບໍລິຄຳໄຊ","BLX - Awen mobile3","352026716 - BLX - A Guo mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2050 Approval No.：202408071605000306011",Admin,"2024-08-07 15:08:53"
330,IN670807-00126,DO670807-00009,867650074568134,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",,M20190520,"2024-08-07 17:08:11"
331,IN670807-00126,DO670807-00010,867650074798772,"VT1 - CL Nongniaw","After-sales replacement shop","352027192 - VT1 - CL Saphanthong","352027531 - After-sales replacement shop","WH - Stock After Sale (Afeng)",,M20190520,"2024-08-07 17:08:11"
332,IN670802-00118,DO670808-00001,860306074430877,"VT1 - T and J Dongpalan","Catty Laos Virtual Mobile","352027307 - VT1 - T&J Dongpalan","352027521 - Catty Laos Virtual","WH - Previous IMEI","N0065 Imei Service Transfer To T&J",Admin,"2024-08-08 09:08:49"
333,IN670730-00001,DO670808-00002,868973070647994,"LPB - TK","LPB - HX","352026892 - LPB - TK","352026874 - LPB - HX","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408071520000470500",Admin,"2024-08-08 09:08:38"
334,IN670728-00012,DO670808-00003,867650074689518,"BKE - Laowu Mobile","BKE - LF Mobile2","352026706 - BKE - Laowu Mobile","352031627 - BKE - LF Mobile1","Kerry-LH (Bokeo)","N2646 Approval No.：202408081320000140116",Admin,"2024-08-08 15:08:53"
335,IN670729-00047,DO670808-00004,865073061077856,"ODX - Houngfixphone","ODX - Abao mobile3 ເມືອງຮຸ່ນ","352026911 - ODX - Hongfixphone","352026897 - ODX - Abao mobile1 Agent Shop","Kerry-A BAO (Oudomxai)","N145 Approval No.：202408081324000382660",Admin,"2024-08-08 15:08:12"
336,IN670715-00041,DO670808-00005,868800075546915,"LPB - Phonephet","LPB - Abo mobile1 ນ້ຳບາກ","352026884 - LPB - Phonephet","352026851 - LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408081333000155898",Admin,"2024-08-08 15:08:17"
337,IN670715-00041,DO670808-00006,868800076942253,"LPB - Phonephet","LPB - Abo mobile1 ນ້ຳບາກ","352026884 - LPB - Phonephet","352026851 - LPB - Abo mobile1 Numbark","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408081333000155898",Admin,"2024-08-08 15:08:17"
338,IN670628-00024,DO670808-00007,866654065135631,"LPB - Phonephet","LPB - QZ Mobile Agent Store","352026884 - LPB - Phonephet","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408081338000006993",Admin,"2024-08-08 15:08:23"
339,IN670628-00024,DO670808-00008,866654065044734,"LPB - Phonephet","LPB - QZ Mobile Agent Store","352026884 - LPB - Phonephet","352026885 - LPB - QZ Mobile Agent Shop","Kerry-QZ (Loungprabang)","N0231 Approval No.：202408081338000006993",Admin,"2024-08-08 15:08:23"
340,,DO670808-00009,862774061659956,"VT2 - INEW Dongdok","VT2 - INEW OPPO","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,M20180315,"2024-08-08 16:08:47"
341,IN670807-00121,DO670808-00010,868973073116815,"VT2 - INEW OPPO","VT2 - INEW Dongdok","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,M20180315,"2024-08-08 16:08:02"
342,IN670807-00121,DO670808-00011,868973073183492,"VT2 - INEW OPPO","VT2 - INEW Dongdok","352027216 - VT2 - INEW SamSung Agent Shop","352027216 - VT2 - INEW SamSung Agent Shop","Kerry-INEW (Vientiane)",,M20180315,"2024-08-08 16:08:02"
343,IN670523-00033,DO670809-00001,867993076604493,"KAM - DS mobile","KAM - Awen mobile2","352032531 - KAM - DS mobile","352026799 - KAM - Awen mobile1 Agent Shop","Kerry-Awen (Thakhaek)","N2332 Approval No.：202408091153000283542",Admin,"2024-08-09 11:08:09"
344,IN670724-00142,DO670809-00002,865073061084019,"XKH - Ahua Mobile1 Agent Shop","XKH - YH mobile2","352027024 - XKH - Ahua Mobile1 Agent Shop","352032239 - XKH - YH mobile","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408091225000469368",Admin,"2024-08-09 11:08:09"
345,IN670516-00056,DO670809-00003,863671065019576,"XSB - Heliuping mobile","XSB - Aqing mobile2 Agent Store","352032533 - XSB - Heliuping mobile","352027051 - XSB - Aqing Agent Shop","Kerry-Aqing (Xaisomboun)","N2544 Approval No.：202408091112000164969",Admin,"2024-08-09 11:08:13"
346,IN670804-00049,DO670809-00004,868800075581151,"XKH - A liu mobile3 ໜອງແຮດ","XKH - Douang mobile1 ໂພນສະຫວັນໄຊ","352027023 - XKH - A liu mobile3 NongHasd","352027028 - XKH - Douang mobile1 Phosavanh","Kerry-A Hua (Xiengkhuang)","N2545 Approval No.：202408091051000069815",Admin,"2024-08-09 11:08:06"
347,IN670626-00073,DO670809-00005,868800073957239,"VT1 - L&A mobile","VT1 - PJ","352032471 - VT1 - L&A mobile","352027273 - VT1 - PJ","WH - Stock OPPO (Mark)",,M20180315,"2024-08-09 16:08:38"
348,IN670806-00044,DO670810-00001,862287067287094,"VT1 - 63 Mobile","VT2 - LTH Dongpalan","352027122 - VT1 - 63 Mobile","352027243 - VT2 - LTH","Kerry-INEW (Vientiane)",N0023,Admin,"2024-08-10 09:08:46"
349,IN670806-00044,DO670810-00002,862287067287417,"VT1 - 63 Mobile","VT2 - LTH Dongpalan","352027122 - VT1 - 63 Mobile","352027243 - VT2 - LTH","Kerry-INEW (Vientiane)",N0023,Admin,"2024-08-10 09:08:46"
350,IN670806-00044,DO670810-00003,862287067595017,"VT1 - 63 Mobile","VT2 - LTH Dongpalan","352027122 - VT1 - 63 Mobile","352027243 - VT2 - LTH","Kerry-INEW (Vientiane)",N0023,Admin,"2024-08-10 09:08:46"
351,IN670809-00056,DO670810-00004,868973073184052,"VT1 - 63 Mobile","VT1 - LCC1 Dongpalan","352027122 - VT1 - 63 Mobile","352027235 - VT1 - LCC1 Dongpalan","WH - Stock OPPO (Mark)",,M20180315,"2024-08-10 09:08:15"
352,IN670808-00035,DO670810-00005,866654064158790,"VT1 - LCC1 Dongpalan","VT1 - ZiVa mobile","352027235 - VT1 - LCC1 Dongpalan","352027341 - VT1 - ZiVa mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-10 09:08:16"
353,IN670808-00035,DO670810-00006,866654064547612,"VT1 - LCC1 Dongpalan","VT1 - ZiVa mobile","352027235 - VT1 - LCC1 Dongpalan","352027341 - VT1 - ZiVa mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-10 09:08:16"
354,IN670723-00042,DO670810-00007,866227061474138,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
355,IN670723-00042,DO670810-00008,866227062098050,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
356,IN670723-00042,DO670810-00009,866227062035870,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
357,IN670723-00042,DO670810-00010,866227061485134,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
358,IN670723-00042,DO670810-00011,866227062087996,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
359,IN670723-00042,DO670810-00012,865073061084258,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
360,IN670723-00042,DO670810-00013,866227060972215,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
361,IN670723-00042,DO670810-00014,862287067829176,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
362,IN670723-00042,DO670810-00015,865073061068830,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
363,IN670723-00042,DO670810-00016,862287067829218,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
364,IN670723-00042,DO670810-00017,862774061524176,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
365,IN670723-00042,DO670810-00018,868800075227573,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
366,IN670723-00042,DO670810-00019,867993074536416,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
367,IN670723-00042,DO670810-00020,868800075487094,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
368,IN670723-00042,DO670810-00021,868800071667475,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
369,IN670723-00042,DO670810-00022,869029074711671,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
370,IN670723-00042,DO670810-00023,868973073094871,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
371,IN670723-00042,DO670810-00024,867650079136457,"VT1 - DoneNoun Mobile","VT1 - SCV mobile","352032544 - VT1 - DoneNoun Mobile","352032258 - VT1 - SCV mobile","WH - Stock OPPO (Mark)","From Closed store",Admin,"2024-08-10 09:08:04"
372,IN670802-00085,DO670810-00025,869029074713073,"VT3 - Luck ເມືອງສັງທອງ","VT3 - Win OPPO 3 ດົງປ່າລານ","352027245 - VT3 - Luck Sungthong","352027334 - VT3 - Win Samsung 2 Agent Shop","Kerry-Win (Vientiane)",,M20180315,"2024-08-10 11:08:56"
373,IN670612-00055,DO670810-00026,865073061969672,"VT1 - L&A mobile","VT1 - A Fong mobile","352032471 - VT1 - L&A mobile","352027129 - VT1 - A Fong mobile","WH - Stock OPPO (Mark)",,M20180315,"2024-08-10 14:08:58"
374,IN670701-00005,DO670810-00027,866227061960953,"VT1 - L&A mobile","VT1 - A Yang Mobile Xaisavang","352032471 - VT1 - L&A mobile","352027157 - VT1 - A Yang Xaysavarng","WH - Stock OPPO (Mark)",,M20180315,"2024-08-10 14:08:24"
